id,c_date,campaign_name,category,campaign_id,impressions, mark_spent ,clicks,leads,orders,Conversion Rate, revenue ,Profit,CPC,CTR,,
159,2/15/21,youtube_blogger,influencer,10934,2939946," $147,312.68 ",32044,738,100,13.55%," $638,898 "," $491,585 ",,,,
160,2/15/21,instagram_tier1,social,9034945,3053188," $148,556.59 ",21654,339,40,11.80%," $238,941 "," $90,384 ",,,,
161,2/15/21,instagram_tier2,social,983498,7991877," $33,645.53 ",38704,785,10,1.27%," $20,819 "," $(12,827)",,,,
162,2/15/21,facebook_retargeting,social,4387490,68828," $14,274.35 ",2342,23,5,21.74%," $26,226 "," $11,952 ",,,,
163,2/15/21,facebook_lal,social,544756,1113739," $6,779.85 ",6953,3,0,0.00%, $781 ," $(5,999)",,,,
164,2/15/21,instagram_blogger,influencer,374754,2252753," $75,729.74 ",17758,104,26,25.00%," $102,754 "," $27,024 ",,,,
165,2/15/21,banner_partner,media,39889,9251747," $468,679.91 ",25779,1224,162,13.24%," $952,867 "," $484,187 ",,,,
166,2/16/21,facebook_tier1,social,349043,3951663," $398,764.94 ",17938,395,76,19.24%," $380,091 "," $(18,674)",,,,
167,2/16/21,facebOOK_tier2,social,348934,4948494," $691,609.65 ",21291,859,65,7.57%," $464,511 "," $(227,099)",,,,
168,2/16/21,google_hot,search,89459845,442661," $95,683.00 ",6912,132,20,15.15%," $192,384 "," $96,701 ",,,,
169,2/16/21,google_wide,search,127823,3523658," $326,069.53 ",21294,605,59,9.75%," $188,801 "," $(137,269)",,,,
170,2/16/21,youtube_blogger,influencer,10934,4396841," $256,771.81 ",33058,735,146,19.86%," $979,306 "," $722,534 ",,,,
171,2/16/21,instagram_tier1,social,9034945,3485267," $161,423.36 ",17943,517,40,7.74%," $164,634 "," $3,211 ",,,,
172,2/16/21,instagram_tier2,social,983498,17317237," $111,420.26 ",40117,881,27,3.06%," $34,130 "," $(77,290)",,,,
173,2/16/21,facebook_retargeting,social,4387490,93644," $31,604.53 ",2067,39,13,33.33%," $64,147 "," $32,542 ",,,,
174,2/16/21,facebook_lal,social,544756,1741311," $378,379.45 ",9940,344,45,13.08%," $25,551 "," $(352,828)",,,,
175,2/16/21,instagram_blogger,influencer,374754,4426383," $732,639.37 ",25532,859,141,16.41%," $962,191 "," $229,552 ",,,,
176,2/16/21,banner_partner,media,39889,52695753," $181,413.40 ",33111,427,52,12.18%," $284,845 "," $103,432 ",,,,
177,2/17/21,facebook_tier1,social,349043,3520455," $510,787.67 ",20990,572,88,15.38%," $396,478 "," $(114,310)",,,,
178,2/17/21,facebOOK_tier2,social,348934,6313782," $445,406.07 ",31175,656,65,9.91%," $277,182 "," $(168,224)",,,,
179,2/17/21,google_hot,search,89459845,453964," $110,448.82 ",8517,180,27,15.00%," $232,767 "," $122,318 ",,,,
180,2/17/21,google_wide,search,127823,3901497," $172,098.31 ",24321,373,42,11.26%," $140,299 "," $(31,799)",,,,
181,2/17/21,youtube_blogger,influencer,10934,4678072," $351,016.19 ",42912,704,141,20.03%," $1,341,486 "," $990,470 ",,,,
182,2/17/21,instagram_tier1,social,9034945,4435871," $270,850.79 ",28917,723,62,8.58%," $480,157 "," $209,306 ",,,,
183,2/17/21,instagram_tier2,social,983498,31338423," $149,136.96 ",49118,1081,45,4.16%," $141,448 "," $(7,689)",,,,
184,2/17/21,facebook_retargeting,social,4387490,83112," $34,840.01 ",2889,61,10,16.39%," $50,278 "," $15,438 ",,,,
185,2/17/21,facebook_lal,social,544756,1541023," $342,424.67 ",11085,258,37,14.34%," $28,524 "," $(313,901)",,,,
186,2/17/21,instagram_blogger,influencer,374754,3188306," $409,797.90 ",22763,931,113,12.14%," $539,678 "," $129,880 ",,,,
187,2/17/21,banner_partner,media,39889,16351810," $609,987.48 ",40151,841,140,16.65%," $590,690 "," $(19,297)",,,,
188,2/18/21,facebook_tier1,social,349043,3868041," $32,396.96 ",22026,56,4,7.14%," $28,858 "," $(3,539)",,,,
189,2/18/21,facebOOK_tier2,social,348934,5492432," $317,337.61 ",31880,1438,61,4.24%," $191,293 "," $(126,045)",,,,
190,2/18/21,google_hot,search,89459845,549908," $127,684.90 ",8375,176,23,13.07%," $244,146 "," $116,461 ",,,,
191,2/18/21,google_wide,search,127823,11392263," $166,829.42 ",22044,439,48,10.93%," $85,516 "," $(81,313)",,,,
192,2/18/21,youtube_blogger,influencer,10934,3613778," $99,564.83 ",43828,141,35,24.82%," $268,727 "," $169,162 ",,,,
193,2/18/21,instagram_tier1,social,9034945,12459426," $250,632.39 ",27856,649,71,10.94%," $415,903 "," $165,271 ",,,,
194,2/18/21,instagram_tier2,social,983498,15347738," $56,726.35 ",47756,1057,16,1.51%," $37,804 "," $(18,922)",,,,
195,2/18/21,facebook_retargeting,social,4387490,103420," $17,278.25 ",2470,23,6,26.09%," $36,060 "," $18,782 ",,,,
196,2/18/21,facebook_lal,social,544756,1058311," $141,187.03 ",14279,121,18,14.88%," $14,822 "," $(126,365)",,,,
197,2/18/21,instagram_blogger,influencer,374754,2512245," $500,496.32 ",28772,1191,149,12.51%," $702,334 "," $201,838 ",,,,
198,2/18/21,banner_partner,media,39889,364410015," $402,069.97 ",47617,913,113,12.38%," $584,336 "," $182,266 ",,,,
199,2/19/21,facebook_tier1,social,349043,16087729," $47,739.81 ",26600,73,9,12.33%," $38,606 "," $(9,134)",,,,
200,2/19/21,facebOOK_tier2,social,348934,8624202," $495,709.89 ",39871,601,57,9.48%," $335,379 "," $(160,331)",,,,
201,2/19/21,google_hot,search,89459845,332474," $9,377.07 ",10648,12,1,8.33%," $15,797 "," $6,420 ",,,,
202,2/19/21,google_wide,search,127823,8682744," $79,813.48 ",22646,282,20,7.09%," $84,196 "," $4,383 ",,,,
203,2/19/21,youtube_blogger,influencer,10934,3972998," $1,008,982.13 ",40823,1937,417,21.53%," $3,144,652 "," $2,135,670 ",,,,
204,2/19/21,instagram_tier1,social,9034945,5216021," $360,172.20 ",30697,940,106,11.28%," $683,807 "," $323,635 ",,,,
205,2/19/21,instagram_tier2,social,983498,11292117," $8,232.65 ",56201,162,2,1.23%," $3,136 "," $(5,097)",,,,
206,2/19/21,facebook_retargeting,social,4387490,125494," $2,741.81 ",3024,5,1,20.00%," $4,324 "," $1,582 ",,,,
207,2/19/21,facebook_lal,social,544756,1088628," $454,001.92 ",12226,239,49,20.50%," $81,904 "," $(372,098)",,,,
208,2/19/21,instagram_blogger,influencer,374754,3884891," $366,872.80 ",34913,733,122,16.64%," $447,870 "," $80,997 ",,,,
209,2/19/21,banner_partner,media,39889,18353992," $404,730.44 ",48792,788,141,17.89%," $528,216 "," $123,486 ",,,,
210,2/20/21,facebook_tier1,social,349043,10926015," $54,970.26 ",34167,75,13,17.33%," $66,511 "," $11,541 ",,,,
211,2/20/21,facebOOK_tier2,social,348934,9199431," $536,777.77 ",39266,866,70,8.08%," $315,490 "," $(221,288)",,,,
212,2/20/21,google_hot,search,89459845,530168," $195,723.40 ",9370,296,54,18.24%," $302,285 "," $106,562 ",,,,
213,2/20/21,google_wide,search,127823,6324334," $477,456.94 ",28275,719,79,10.99%," $262,472 "," $(214,985)",,,,
214,2/20/21,youtube_blogger,influencer,10934,6225782," $250,847.15 ",55163,1312,163,12.42%," $1,378,721 "," $1,127,874 ",,,,
215,2/20/21,instagram_tier1,social,9034945,9082314," $392,031.87 ",33740,839,140,16.69%," $807,258 "," $415,226 ",,,,
216,2/20/21,instagram_tier2,social,983498,12716087," $146,521.29 ",59993,1051,39,3.71%," $83,820 "," $(62,701)",,,,
217,2/20/21,facebook_retargeting,social,4387490,111095," $86,416.21 ",2942,135,24,17.78%," $127,000 "," $40,584 ",,,,
218,2/20/21,facebook_lal,social,544756,1126914," $162,993.95 ",13901,113,17,15.04%," $15,583 "," $(147,411)",,,,
219,2/20/21,instagram_blogger,influencer,374754,4675918," $594,796.93 ",41926,774,116,14.99%," $632,619 "," $37,822 ",,,,
220,2/20/21,banner_partner,media,39889,31210428," $884,617.32 ",54576,1985,291,14.66%," $980,525 "," $95,908 ",,,,
221,2/21/21,facebook_tier1,social,349043,505443," $39,074.64 ",2680,79,7,8.86%," $28,008 "," $(11,067)",,,,
222,2/21/21,facebOOK_tier2,social,348934,487982," $38,169.94 ",3193,108,6,5.56%," $32,014 "," $(6,156)",,,,
223,2/21/21,google_hot,search,89459845,54089," $10,902.53 ",919,19,2,10.53%," $12,838 "," $1,935 ",,,,
224,2/21/21,google_wide,search,127823,506603," $18,126.71 ",2522,50,4,8.00%," $14,393 "," $(3,734)",,,,
225,2/21/21,youtube_blogger,influencer,10934,809387," $27,829.05 ",4541,91,17,18.68%," $182,806 "," $154,977 ",,,,
226,2/21/21,instagram_tier1,social,9034945,472419," $32,764.19 ",2496,65,11,16.92%," $61,640 "," $28,876 ",,,,
227,2/21/21,instagram_tier2,social,983498,903284," $14,793.14 ",5880,107,4,3.74%," $6,584 "," $(8,209)",,,,
228,2/21/21,facebook_retargeting,social,4387490,10604," $1,329.23 ",306,3,1,33.33%," $3,642 "," $2,313 ",,,,
229,2/21/21,facebook_lal,social,544756,126618," $27,597.97 ",1007,19,4,21.05%," $4,461 "," $(23,137)",,,,
230,2/21/21,instagram_blogger,influencer,374754,304988," $76,478.00 ",3582,96,13,13.54%," $81,662 "," $5,184 ",,,,
231,2/21/21,banner_partner,media,39889,40810832," $27,945.84 ",4730,69,9,13.04%," $27,268 ", $(678),,,,
232,2/22/21,facebook_tier1,social,349043,639605," $63,505.78 ",5138,111,13,11.71%," $62,207 "," $(1,299)",,,,
233,2/22/21,facebOOK_tier2,social,348934,1776889," $97,886.88 ",6653,120,11,9.17%," $59,120 "," $(38,767)",,,,
234,2/22/21,google_hot,search,89459845,95195," $33,624.39 ",1581,65,5,7.69%," $70,294 "," $36,670 ",,,,
235,2/22/21,google_wide,search,127823,972756," $12,423.55 ",5357,34,3,8.82%," $10,438 "," $(1,986)",,,,
236,2/22/21,youtube_blogger,influencer,10934,619329," $74,277.30 ",7407,214,42,19.63%," $413,995 "," $339,718 ",,,,
237,2/22/21,instagram_tier1,social,9034945,5205076," $35,308.30 ",6397,110,9,8.18%," $64,300 "," $28,992 ",,,,
238,2/22/21,instagram_tier2,social,983498,1891349," $19,227.07 ",8441,116,5,4.31%," $12,157 "," $(7,070)",,,,
239,2/22/21,facebook_retargeting,social,4387490,17862," $5,891.59 ",697,12,3,25.00%," $10,873 "," $4,981 ",,,,
240,2/22/21,facebook_lal,social,544756,279065," $61,947.46 ",2783,39,5,12.82%," $7,025 "," $(54,922)",,,,
241,2/22/21,instagram_blogger,influencer,374754,628383," $159,762.49 ",6481,202,31,15.35%," $181,036 "," $21,274 ",,,,
242,2/22/21,banner_partner,media,39889,107983456," $60,473.06 ",9125,143,16,11.19%," $86,728 "," $26,255 ",,,,
243,2/23/21,facebook_tier1,social,349043,999084," $10,910.87 ",1152,27,1,3.70%," $11,722 ", $811 ,,,,
244,2/23/21,facebOOK_tier2,social,348934,448999," $19,513.65 ",1586,33,2,6.06%," $14,561 "," $(4,953)",,,,
245,2/23/21,google_hot,search,89459845,23957," $4,372.19 ",529,9,1,11.11%," $14,400 "," $10,028 ",,,,
246,2/23/21,google_wide,search,127823,207149," $11,772.86 ",1069,22,3,13.64%," $8,573 "," $(3,200)",,,,
247,2/23/21,youtube_blogger,influencer,10934,286134," $14,149.51 ",1917,44,6,13.64%," $64,913 "," $50,763 ",,,,
248,2/23/21,instagram_tier1,social,9034945,439641, $637.98 ,1588,1,0,0.00%, $-   , $(638),,,,
249,2/23/21,instagram_tier2,social,983498,546600," $4,400.02 ",2676,58,1,1.72%," $2,778 "," $(1,622)",,,,
250,2/23/21,facebook_retargeting,social,4387490,4403," $1,372.41 ",130,3,1,33.33%," $5,190 "," $3,818 ",,,,
251,2/23/21,facebook_lal,social,544756,67380," $18,267.95 ",506,14,1,7.14%," $2,391 "," $(15,877)",,,,
252,2/23/21,instagram_blogger,influencer,374754,108795," $15,148.43 ",1602,30,4,13.33%," $14,327 ", $(821),,,,
253,2/23/21,banner_partner,media,39889,699917," $15,349.55 ",2066,46,5,10.87%," $21,494 "," $6,144 ",,,,
254,2/24/21,facebook_tier1,social,349043,537929," $100,723.06 ",2410,106,14,13.21%," $70,754 "," $(29,969)",,,,
255,2/24/21,facebOOK_tier2,social,348934,377974," $43,621.71 ",3710,55,6,10.91%," $29,285 "," $(14,337)",,,,
256,2/24/21,google_hot,search,89459845,49078," $12,357.88 ",924,17,3,17.65%," $21,519 "," $9,161 ",,,,
257,2/24/21,google_wide,search,127823,290291," $18,657.86 ",2500,52,5,9.62%," $16,713 "," $(1,945)",,,,
258,2/24/21,youtube_blogger,influencer,10934,482968," $18,486.66 ",4285,66,13,19.70%," $123,624 "," $105,137 ",,,,
259,2/24/21,instagram_tier1,social,9034945,767580," $20,561.22 ",2722,37,5,13.51%," $32,989 "," $12,428 ",,,,
260,2/24/21,instagram_tier2,social,983498,695574," $17,759.66 ",5132,138,7,5.07%," $12,375 "," $(5,385)",,,,
261,2/24/21,facebook_retargeting,social,4387490,9002," $2,410.12 ",289,6,1,16.67%," $5,796 "," $3,386 ",,,,
262,2/24/21,facebook_lal,social,544756,136560," $45,327.35 ",1312,39,6,15.38%," $6,810 "," $(38,517)",,,,
263,2/24/21,instagram_blogger,influencer,374754,305344," $38,609.90 ",2991,58,10,17.24%," $47,140 "," $8,530 ",,,,
264,2/24/21,banner_partner,media,39889,3076285," $40,757.04 ",4691,93,14,15.05%," $58,258 "," $17,501 ",,,,
265,2/25/21,facebook_tier1,social,349043,94612," $9,154.51 ",417,12,2,16.67%," $11,947 "," $2,792 ",,,,
266,2/25/21,facebOOK_tier2,social,348934,116814," $11,135.08 ",528,13,1,7.69%," $8,916 "," $(2,219)",,,,
267,2/25/21,google_hot,search,89459845,7443," $1,293.26 ",143,0,0,0.00%, $-   ," $(1,293)",,,,
268,2/25/21,google_wide,search,127823,56448," $7,660.77 ",464,15,1,6.67%," $6,545 "," $(1,116)",,,,
269,2/25/21,youtube_blogger,influencer,10934,76553," $10,631.25 ",882,21,5,23.81%," $35,150 "," $24,519 ",,,,
270,2/25/21,instagram_tier1,social,9034945,120738," $2,489.38 ",484,5,1,20.00%," $5,729 "," $3,240 ",,,,
271,2/25/21,instagram_tier2,social,983498,121420," $2,331.70 ",962,22,0,0.00%," $2,346 ", $14 ,,,,
272,2/25/21,facebook_retargeting,social,4387490,1873," $1,768.99 ",56,3,1,33.33%," $5,137 "," $3,368 ",,,,
273,2/25/21,facebook_lal,social,544756,27097," $5,703.15 ",228,4,0,0.00%," $1,044 "," $(4,659)",,,,
274,2/25/21,instagram_blogger,influencer,374754,45234," $7,009.38 ",591,12,2,16.67%," $8,990 "," $1,981 ",,,,
275,2/25/21,banner_partner,media,39889,3077793," $7,857.22 ",831,16,2,12.50%," $10,189 "," $2,332 ",,,,
276,2/26/21,facebook_tier1,social,349043,153630," $19,940.02 ",1200,42,3,7.14%," $26,184 "," $6,244 ",,,,
277,2/26/21,facebOOK_tier2,social,348934,432392," $19,026.43 ",1715,37,2,5.41%," $16,048 "," $(2,978)",,,,
278,2/26/21,google_hot,search,89459845,21826," $1,378.32 ",472,2,0,0.00%, $-   ," $(1,378)",,,,
279,2/26/21,google_wide,search,127823,286859," $4,096.54 ",1394,10,1,10.00%," $2,584 "," $(1,513)",,,,
280,2/26/21,youtube_blogger,influencer,10934,223993," $35,639.93 ",2013,88,14,15.91%," $110,472 "," $74,832 ",,,,
281,2/26/21,instagram_tier1,social,9034945,196508," $14,291.66 ",1181,24,3,12.50%," $25,484 "," $11,192 ",,,,
282,2/26/21,instagram_tier2,social,983498,539495," $2,596.91 ",2796,78,0,0.00%," $1,768 ", $(829),,,,
283,2/26/21,facebook_retargeting,social,4387490,4744," $1,222.06 ",139,3,0,0.00%," $5,929 "," $4,707 ",,,,
284,2/26/21,facebook_lal,social,544756,62382, $315.09 ,695,0,0,0.00%, $-   , $(315),,,,
285,2/26/21,instagram_blogger,influencer,374754,171728," $17,853.12 ",1590,38,4,10.53%," $21,063 "," $3,210 ",,,,
286,2/26/21,banner_partner,media,39889,21064915," $8,527.96 ",1989,22,3,13.64%," $14,466 "," $5,938 ",,,,
287,2/27/21,facebook_tier1,social,349043,217453," $4,126.92 ",268,7,1,14.29%," $5,042 ", $915 ,,,,
288,2/27/21,facebOOK_tier2,social,348934,76508," $3,787.91 ",346,10,0,0.00%, $-   ," $(3,788)",,,,
289,2/27/21,google_hot,search,89459845,5159," $1,795.28 ",76,1,0,0.00%, $-   ," $(1,795)",,,,
290,2/27/21,google_wide,search,127823,43895," $1,623.45 ",223,4,0,0.00%, $-   ," $(1,623)",,,,
291,2/27/21,youtube_blogger,influencer,10934,49039," $6,361.47 ",450,16,2,12.50%," $20,786 "," $14,425 ",,,,
292,2/27/21,instagram_tier1,social,9034945,51058," $1,628.41 ",314,6,0,0.00%," $6,841 "," $5,213 ",,,,
293,2/27/21,instagram_tier2,social,983498,89404, $206.46 ,596,2,0,0.00%, $-   , $(206),,,,
294,2/27/21,facebook_retargeting,social,4387490,753, $218.16 ,21,0,0,0.00%, $-   , $(218),,,,
295,2/27/21,facebook_lal,social,544756,14108," $2,610.54 ",97,2,0,0.00%, $-   ," $(2,611)",,,,
296,2/27/21,instagram_blogger,influencer,374754,25226," $3,367.55 ",302,4,0,0.00%," $5,392 "," $2,024 ",,,,
297,2/27/21,banner_partner,media,39889,214106," $3,136.94 ",400,8,0,0.00%," $3,646 ", $509 ,,,,
298,2/28/21,facebook_tier1,social,349043,94567," $6,059.75 ",391,8,0,0.00%," $5,468 ", $(592),,,,
299,2/28/21,facebOOK_tier2,social,348934,122577," $9,977.83 ",718,13,1,7.69%," $5,617 "," $(4,361)",,,,
300,2/28/21,google_hot,search,89459845,10327," $2,906.03 ",220,4,0,0.00%," $7,244 "," $4,338 ",,,,
301,2/28/21,google_wide,search,127823,60621, $339.49 ,554,1,0,0.00%, $-   , $(339),,,,
302,2/28/21,youtube_blogger,influencer,10934,146475," $10,451.17 ",874,22,5,22.73%," $40,517 "," $30,066 ",,,,
303,2/28/21,instagram_tier1,social,9034945,66168," $4,001.60 ",541,13,1,7.69%," $5,366 "," $1,364 ",,,,
304,2/28/21,instagram_tier2,social,983498,642118, $683.72 ,1223,3,0,0.00%, $-   , $(684),,,,
305,2/28/21,facebook_retargeting,social,4387490,1842, $192.38 ,66,0,0,0.00%, $-   , $(192),,,,
306,2/28/21,facebook_lal,social,544756,28849," $7,164.54 ",222,4,0,0.00%," $1,400 "," $(5,765)",,,,
307,2/28/21,instagram_blogger,influencer,374754,85322," $4,879.25 ",495,12,1,8.33%," $5,918 "," $1,039 ",,,,
308,2/28/21,banner_partner,media,39889,8401426," $6,053.47 ",680,18,2,11.11%," $6,855 ", $802 ,,,,
1,3/1/21,facebook_tier1,social,349043,160521," $7,521.40 ",1189,14,0,0.00%," $4,211 "," $(3,310)",,,,
2,3/1/21,facebOOK_tier2,social,348934,248311," $16,714.72 ",1549,55,2,3.64%," $12,084 "," $(4,631)",,,,
3,3/1/21,google_hot,search,89459845,25933," $4,541.48 ",512,9,1,11.11%," $7,386 "," $2,845 ",,,,
4,3/1/21,google_wide,search,127823,129161," $6,589.42 ",1118,25,1,4.00%," $2,484 "," $(4,105)",,,,
5,3/1/21,youtube_blogger,influencer,10934,254357," $27,001.36 ",2263,48,8,16.67%," $67,964 "," $40,963 ",,,,
6,3/1/21,instagram_tier1,social,9034945,495288," $9,555.03 ",1199,24,2,8.33%," $17,917 "," $8,362 ",,,,
7,3/1/21,instagram_tier2,social,983498,430162," $3,280.58 ",2787,91,1,1.10%," $2,267 "," $(1,014)",,,,
8,3/1/21,facebook_retargeting,social,4387490,5542," $1,288.76 ",150,2,1,50.00%," $4,212 "," $2,923 ",,,,
9,3/1/21,facebook_lal,social,544756,65735," $14,800.01 ",576,16,2,12.50%," $3,399 "," $(11,401)",,,,
10,3/1/21,instagram_blogger,influencer,374754,108894," $26,661.12 ",1308,51,6,11.76%," $33,870 "," $7,209 ",,,,
11,3/1/21,banner_partner,media,39889,17406710, $874.45 ,2181,2,0,0.00%, $-   , $(874),,,,
12,3/2/21,facebook_tier1,social,349043,441467," $17,971.81 ",1933,46,3,6.52%," $20,532 "," $2,560 ",,,,
13,3/2/21,facebOOK_tier2,social,348934,935267," $1,881.26 ",3592,8,0,0.00%, $-   ," $(1,881)",,,,
14,3/2/21,google_hot,search,89459845,48363," $9,374.14 ",898,15,3,20.00%," $19,819 "," $10,445 ",,,,
15,3/2/21,google_wide,search,127823,276784," $15,381.87 ",2306,42,3,7.14%," $14,316 "," $(1,066)",,,,
16,3/2/21,youtube_blogger,influencer,10934,459887," $39,616.13 ",4096,80,13,16.25%," $132,439 "," $92,823 ",,,,
17,3/2/21,instagram_tier1,social,9034945,445566," $29,058.57 ",2986,49,9,18.37%," $41,006 "," $11,947 ",,,,
18,3/2/21,instagram_tier2,social,983498,1060723," $1,454.81 ",4808,15,0,0.00%, $-   ," $(1,455)",,,,
19,3/2/21,facebook_retargeting,social,4387490,8681, $164.19 ,268,0,0,0.00%, $-   , $(164),,,,
20,3/2/21,facebook_lal,social,544756,96881," $10,111.93 ",1036,7,0,0.00%," $1,145 "," $(8,967)",,,,
21,3/2/21,instagram_blogger,influencer,374754,310884," $13,483.65 ",2766,21,2,9.52%," $11,590 "," $(1,894)",,,,
22,3/2/21,banner_partner,media,39889,42377623," $41,482.10 ",4062,94,11,11.70%," $59,722 "," $18,240 ",,,,
23,3/3/21,facebook_tier1,social,349043,2277366," $52,817.27 ",7880,99,10,10.10%," $76,156 "," $23,339 ",,,,
24,3/3/21,facebOOK_tier2,social,348934,989843," $89,622.59 ",10480,234,11,4.70%," $56,324 "," $(33,299)",,,,
25,3/3/21,google_hot,search,89459845,111992," $91,087.50 ",2560,79,14,17.72%," $130,014 "," $38,927 ",,,,
26,3/3/21,google_wide,search,127823,3500562," $53,780.72 ",6202,146,10,6.85%," $32,209 "," $(21,572)",,,,
27,3/3/21,youtube_blogger,influencer,10934,1083601," $211,789.52 ",13970,430,102,23.72%," $873,962 "," $662,172 ",,,,
28,3/3/21,instagram_tier1,social,9034945,1375690," $51,119.90 ",7104,162,12,7.41%," $95,507 "," $44,387 ",,,,
29,3/3/21,instagram_tier2,social,983498,2827639," $93,740.11 ",14173,542,31,5.72%," $122,873 "," $29,133 ",,,,
30,3/3/21,facebook_retargeting,social,4387490,29851," $4,138.17 ",768,18,4,22.22%," $22,756 "," $18,618 ",,,,
31,3/3/21,facebook_lal,social,544756,253457," $73,007.80 ",3524,85,9,10.59%," $6,251 "," $(66,757)",,,,
32,3/3/21,instagram_blogger,influencer,374754,774815," $161,170.92 ",9811,357,48,13.45%," $210,295 "," $49,124 ",,,,
33,3/3/21,banner_partner,media,39889,100883608," $27,054.85 ",13160,69,14,20.29%," $61,746 "," $34,691 ",,,,
34,3/4/21,facebook_tier1,social,349043,2955434," $150,873.42 ",7713,219,25,11.42%," $167,391 "," $16,518 ",,,,
35,3/4/21,facebOOK_tier2,social,348934,3731149," $125,698.22 ",14154,151,14,9.27%," $86,762 "," $(38,936)",,,,
36,3/4/21,google_hot,search,89459845,160256," $45,878.54 ",2894,55,10,18.18%," $55,207 "," $9,328 ",,,,
37,3/4/21,google_wide,search,127823,1479481," $48,615.37 ",8761,216,19,8.80%," $59,153 "," $10,538 ",,,,
38,3/4/21,youtube_blogger,influencer,10934,1904473," $182,988.35 ",14699,525,91,17.33%," $718,342 "," $535,354 ",,,,
39,3/4/21,instagram_tier1,social,9034945,1333666," $111,735.21 ",9624,275,30,10.91%," $206,503 "," $94,768 ",,,,
40,3/4/21,instagram_tier2,social,983498,3048915," $43,204.00 ",24224,375,11,2.93%," $20,035 "," $(23,169)",,,,
41,3/4/21,facebook_retargeting,social,4387490,40249, $982.76 ,1186,3,0,0.00%," $5,806 "," $4,823 ",,,,
42,3/4/21,facebook_lal,social,544756,385470," $117,289.53 ",4134,59,14,23.73%," $5,933 "," $(111,357)",,,,
43,3/4/21,instagram_blogger,influencer,374754,1030885," $124,648.38 ",12016,299,31,10.37%," $259,962 "," $135,314 ",,,,
44,3/4/21,banner_partner,media,39889,34613972," $207,012.74 ",13905,335,62,18.51%," $194,764 "," $(12,249)",,,,
45,3/5/21,facebook_tier1,social,349043,2773785," $73,242.80 ",12836,130,19,14.62%," $82,583 "," $9,340 ",,,,
46,3/5/21,facebOOK_tier2,social,348934,3651208," $231,352.68 ",19495,281,34,12.10%," $216,290 "," $(15,063)",,,,
47,3/5/21,google_hot,search,89459845,272311," $93,058.86 ",3759,130,19,14.62%," $208,369 "," $115,310 ",,,,
48,3/5/21,google_wide,search,127823,8274087," $48,141.31 ",11490,166,15,9.04%," $52,865 "," $4,724 ",,,,
49,3/5/21,youtube_blogger,influencer,10934,1989165," $363,970.79 ",23183,767,143,18.64%," $994,498 "," $630,527 ",,,,
50,3/5/21,instagram_tier1,social,9034945,6078066," $281,838.28 ",15174,590,68,11.53%," $464,604 "," $182,766 ",,,,
51,3/5/21,instagram_tier2,social,983498,5294274," $15,565.10 ",26619,906,4,0.44%," $7,042 "," $(8,523)",,,,
52,3/5/21,facebook_retargeting,social,4387490,41777," $6,893.25 ",1746,27,5,18.52%," $22,597 "," $15,704 ",,,,
53,3/5/21,facebook_lal,social,544756,609944," $158,646.23 ",5446,117,17,14.53%," $9,034 "," $(149,612)",,,,
54,3/5/21,instagram_blogger,influencer,374754,1856878," $39,656.63 ",16143,42,8,19.05%," $50,325 "," $10,668 ",,,,
55,3/5/21,banner_partner,media,39889,8683196," $480,805.43 ",23181,694,128,18.44%," $433,689 "," $(47,116)",,,,
56,3/6/21,facebook_tier1,social,349043,302934," $47,883.09 ",2178,63,9,14.29%," $42,584 "," $(5,299)",,,,
57,3/6/21,facebOOK_tier2,social,348934,514021," $62,444.14 ",3067,124,7,5.65%," $43,923 "," $(18,521)",,,,
58,3/6/21,google_hot,search,89459845,39272," $8,076.24 ",884,14,1,7.14%," $7,548 ", $(528),,,,
59,3/6/21,google_wide,search,127823,435472," $22,443.85 ",2441,46,5,10.87%," $11,176 "," $(11,268)",,,,
60,3/6/21,youtube_blogger,influencer,10934,487411," $89,261.04 ",3685,145,26,17.93%," $218,237 "," $128,976 ",,,,
61,3/6/21,instagram_tier1,social,9034945,390127," $4,297.99 ",2985,16,1,6.25%," $5,336 "," $1,038 ",,,,
62,3/6/21,instagram_tier2,social,983498,1596208," $12,184.94 ",5026,121,5,4.13%," $11,199 ", $(986),,,,
63,3/6/21,facebook_retargeting,social,4387490,8267," $1,683.99 ",290,5,1,20.00%," $6,432 "," $4,748 ",,,,
64,3/6/21,facebook_lal,social,544756,134371," $31,869.67 ",1194,24,4,16.67%," $7,153 "," $(24,717)",,,,
65,3/6/21,instagram_blogger,influencer,374754,349372," $7,397.91 ",2855,23,1,4.35%," $10,695 "," $3,297 ",,,,
66,3/6/21,banner_partner,media,39889,45023069," $42,743.20 ",4658,84,10,11.90%," $41,767 ", $(976),,,,
67,3/7/21,facebook_tier1,social,349043,399930," $22,315.55 ",2088,52,4,7.69%," $26,755 "," $4,439 ",,,,
68,3/7/21,facebOOK_tier2,social,348934,673736," $38,723.06 ",2819,63,5,7.94%," $28,098 "," $(10,625)",,,,
69,3/7/21,google_hot,search,89459845,49160," $5,286.07 ",958,15,2,13.33%," $14,486 "," $9,200 ",,,,
70,3/7/21,google_wide,search,127823,1118104," $16,077.03 ",2483,41,5,12.20%," $14,671 "," $(1,406)",,,,
71,3/7/21,youtube_blogger,influencer,10934,755636," $29,379.23 ",3722,96,15,15.63%," $137,548 "," $108,169 ",,,,
